composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,6.952492,55.619937,0.017979,0.449219,0.000000,0.449219,0.001280,1.280000
2,2,6.943407,55.343846,0.018069,0.449219,0.063477,0.512695,0.001280,1.280000
3,2,6.936632,53.870287,0.018563,0.449219,0.375977,0.825195,0.001248,1.248000
4,2,6.968429,47.612030,0.021003,2.539062,2.089844,4.628906,0.001100,1.174000
5,2,6.942677,43.023079,0.023243,1.230469,0.781250,2.011719,0.000992,0.840000
6,3,6.936727,53.160797,0.018811,0.449219,0.439453,0.888672,0.001234,1.252000
7,3,6.966244,47.603289,0.021007,2.539062,2.153320,4.692383,0.001104,1.174000
8,3,6.938932,43.008098,0.023251,1.230469,0.844727,2.075195,0.000996,0.840000
9,3,6.967209,47.607149,0.021005,2.539062,2.465820,5.004883,0.001104,1.142000
10,3,6.937917,43.004038,0.023254,1.230469,1.157227,2.387695,0.000996,0.808000
11,3,6.977214,43.161226,0.023169,3.320312,2.871094,6.191406,0.000996,0.822000
12,4,6.967304,46.897659,0.021323,2.539062,2.529297,5.068359,0.001090,1.146000
13,4,6.938012,42.294548,0.023644,1.230469,1.220703,2.451172,0.000982,0.812000
14,4,6.975029,43.152485,0.023174,3.320312,2.934570,6.254883,0.001000,0.822000
15,4,6.975994,43.156345,0.023172,3.320312,3.247070,6.567383,0.001000,0.790000
16,5,6.976089,42.446855,0.023559,3.320312,3.310547,6.630859,0.000986,0.794000
